person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_status,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length,LTI,credit_score
27,68004,MORTGAGE,2.0,PERSONAL,B,6000,11.86,0,0.09,N,6,0.09,708.764109206189
29,68004,MORTGAGE,9.0,PERSONAL,B,10000,10.99,0,0.15,N,9,0.15,704.3034428048198
31,68004,MORTGAGE,15.0,MEDICAL,B,6000,10.95,0,0.09,N,9,0.09,701.085420252832
29,68004,MORTGAGE,13.0,PERSONAL,B,3500,12.21,0,0.05,N,9,0.05,719.3752583208484
34,68340,MORTGAGE,9.0,HOMEIMPROVEMENT,B,25000,10.99,0,0.37,N,10,0.37,609.5250604569646
31,68400,MORTGAGE,3.0,EDUCATION,B,15000,11.71,0,0.22,N,5,0.22,692.1574433759207
27,68400,OWN,0.0,EDUCATION,C,5000,12.99,0,0.07,N,8,0.07,721.1117613274388
27,32890,RENT,5.0,EDUCATION,B,10000,10.95,0,0.3,N,5,0.3,630.5238414704877
29,32997,RENT,7.0,DEBTCONSOLIDATION,A,10000,5.79,0,0.3,N,7,0.3,621.6573012303196
32,33078,RENT,4.0,PERSONAL,A,10000,7.51,0,0.3,N,8,0.3,640.4340034500418
27,33200,RENT,0.0,MEDICAL,B,10000,11.71,0,0.3,N,5,0.3,601.4636052608129
32,62500,MORTGAGE,3.0,PERSONAL,C,3800,13.11,1,0.06,N,10,0.06,702.0810128791325
27,33600,RENT,3.0,DEBTCONSOLIDATION,C,10000,14.72,0,0.3,N,8,0.3,584.1996378032661
28,68553,MORTGAGE,1.0,HOMEIMPROVEMENT,C,15000,13.85,0,0.22,Y,10,0.22,652.1599587363412
28,33900,RENT,6.0,EDUCATION,D,10000,15.58,0,0.29,N,6,0.29,553.1216354968947
27,68700,OWN,0.0,PERSONAL,A,10000,6.92,0,0.15,N,6,0.15,730.576224481361
30,34000,RENT,14.0,HOMEIMPROVEMENT,D,10000,14.54,1,0.29,Y,6,0.29,536.8691719974437
32,68800,MORTGAGE,13.0,EDUCATION,A,4800,0.0,0,0.07,N,6,0.07,746.0367327767507
33,34000,RENT,7.0,DEBTCONSOLIDATION,C,10000,14.22,0,0.29,N,9,0.29,589.3113111100442
28,68804,MORTGAGE,1.0,EDUCATION,A,22000,6.99,0,0.32,N,6,0.32,645.0935867067051
27,68808,MORTGAGE,2.0,VENTURE,C,20000,0.0,0,0.29,Y,6,0.29,679.1457671450617
28,34000,RENT,4.0,PERSONAL,D,10000,14.74,0,0.29,N,9,0.29,546.671741533122
27,29000,RENT,2.0,PERSONAL,B,10000,12.69,1,0.34,N,10,0.34,565.1070092481839
28,35000,RENT,4.0,PERSONAL,D,10000,16.77,0,0.29,Y,8,0.29,556.9873109304027
28,35000,RENT,12.0,PERSONAL,D,10000,16.29,0,0.29,N,5,0.29,561.1776420510979
27,35000,RENT,11.0,VENTURE,A,10000,8.49,0,0.29,N,6,0.29,670.0854541583591
28,69000,MORTGAGE,9.0,MEDICAL,B,4000,9.91,0,0.06,N,6,0.06,701.0334430475825
33,29000,RENT,0.0,VENTURE,C,10000,13.06,1,0.34,Y,9,0.34,567.2128369826415
30,35000,RENT,6.0,PERSONAL,A,10000,5.79,0,0.29,N,9,0.29,654.6833951803382
33,69000,MORTGAGE,7.0,HOMEIMPROVEMENT,A,4000,5.99,0,0.06,N,7,0.06,719.6250663806153
27,35000,RENT,3.0,MEDICAL,B,10000,9.88,0,0.29,N,8,0.29,619.4736810497805
30,69000,MORTGAGE,13.0,VENTURE,B,10000,9.99,0,0.14,N,9,0.14,720.8634856302601
33,35000,RENT,2.0,DEBTCONSOLIDATION,C,10000,13.48,0,0.29,Y,10,0.29,600.2876695047269
27,35000,RENT,5.0,VENTURE,C,10000,13.48,0,0.29,N,10,0.29,638.7083600732699
33,69000,MORTGAGE,17.0,EDUCATION,B,7200,10.74,0,0.1,N,7,0.1,722.8857539758453
28,35000,RENT,5.0,MEDICAL,D,10000,14.61,0,0.29,N,7,0.29,545.9732148243052
28,63000,MORTGAGE,5.0,DEBTCONSOLIDATION,C,9000,13.72,1,0.14,Y,9,0.14,669.4824048284737
33,69000,MORTGAGE,5.0,DEBTCONSOLIDATION,A,20000,6.54,0,0.29,N,6,0.29,675.7378871103284
29,69000,OWN,11.0,PERSONAL,B,6000,11.12,0,0.09,N,5,0.09,728.9390107054759
30,35000,RENT,5.0,MEDICAL,B,10000,12.21,0,0.29,N,6,0.29,619.9416375480771
29,69000,MORTGAGE,5.0,HOMEIMPROVEMENT,A,14000,7.51,0,0.2,N,5,0.2,702.4936223135597
28,69000,OWN,11.0,HOMEIMPROVEMENT,B,6000,11.86,0,0.09,N,9,0.09,714.2859953141777
31,29000,RENT,0.0,DEBTCONSOLIDATION,E,10000,13.75,1,0.34,N,8,0.34,473.1302701037344
34,29004,RENT,9.0,EDUCATION,B,10000,11.83,1,0.34,N,5,0.34,578.9112846802172
27,29238,RENT,8.0,HOMEIMPROVEMENT,C,10000,12.99,1,0.34,N,6,0.34,545.2140713298414
29,69000,MORTGAGE,13.0,MEDICAL,B,15000,10.62,0,0.22,N,6,0.22,673.7707183965604
31,29400,RENT,2.0,MEDICAL,D,10000,13.87,1,0.34,N,6,0.34,480.33531590386104
28,69000,MORTGAGE,12.0,DEBTCONSOLIDATION,B,10000,9.88,0,0.14,N,8,0.14,685.8927693498656
34,63000,OWN,5.0,VENTURE,G,20500,20.9,1,0.33,Y,8,0.33,576.200167979948
34,35665,RENT,2.0,PERSONAL,B,10000,10.08,0,0.28,N,6,0.28,631.9386506889608
28,69000,MORTGAGE,2.0,EDUCATION,A,10000,8.94,0,0.14,N,8,0.14,725.5849754795422
29,36000,RENT,5.0,PERSONAL,C,10000,0.0,0,0.28,Y,6,0.28,627.3063846196775
28,63000,MORTGAGE,3.0,DEBTCONSOLIDATION,D,11200,14.42,1,0.18,Y,7,0.18,599.1990594941313
31,36000,RENT,3.0,PERSONAL,B,10000,10.65,0,0.28,N,5,0.28,634.5574384607596
29,69000,MORTGAGE,6.0,PERSONAL,D,18000,12.61,0,0.26,N,9,0.26,611.2915830150046
32,36000,RENT,0.0,VENTURE,B,10000,11.99,0,0.28,N,9,0.28,643.6573213152103
28,36000,RENT,0.0,DEBTCONSOLIDATION,B,10000,11.11,0,0.28,N,5,0.28,609.649847477855
27,30000,RENT,4.0,EDUCATION,B,10000,10.74,1,0.33,N,10,0.33,576.6103661604626
34,69500,MORTGAGE,4.0,HOMEIMPROVEMENT,B,15000,0.0,0,0.22,N,6,0.22,671.7614387402925
27,69500,MORTGAGE,11.0,MEDICAL,A,14750,7.49,0,0.21,N,9,0.21,690.6682484686992
27,30000,RENT,1.0,HOMEIMPROVEMENT,D,10000,0.0,1,0.33,Y,6,0.33,483.92180031122285
27,36000,RENT,3.0,PERSONAL,E,10000,17.19,0,0.28,Y,7,0.28,556.9873109304027
27,69592,MORTGAGE,4.0,MEDICAL,B,6500,10.74,0,0.09,N,10,0.09,695.6582561618321
35,63600,MORTGAGE,5.0,DEBTCONSOLIDATION,B,4800,12.42,1,0.08,N,6,0.08,688.6700225313166
33,69600,MORTGAGE,17.0,PERSONAL,B,16000,11.99,0,0.23,N,8,0.23,687.7233118077364
28,36000,RENT,13.0,MEDICAL,A,10000,8.59,0,0.28,N,9,0.28,642.2040308909114
27,69638,MORTGAGE,5.0,EDUCATION,B,16725,10.74,0,0.24,N,9,0.24,693.448740485533
27,69830,OWN,3.0,EDUCATION,E,15000,16.45,0,0.21,Y,5,0.21,629.5503220167985
32,69900,MORTGAGE,16.0,PERSONAL,B,18000,11.49,0,0.26,N,8,0.26,682.4300176660084
31,30000,RENT,4.0,DEBTCONSOLIDATION,D,10000,14.42,1,0.33,N,9,0.33,474.1174029752405
28,69900,MORTGAGE,6.0,VENTURE,A,12000,7.49,0,0.17,N,10,0.17,728.7632242077954
33,69930,MORTGAGE,5.0,DEBTCONSOLIDATION,A,6300,7.14,0,0.09,N,10,0.09,710.8279906880957
27,69936,MORTGAGE,11.0,DEBTCONSOLIDATION,A,8000,7.66,0,0.11,N,10,0.11,709.404879711984
27,69960,MORTGAGE,3.0,PERSONAL,A,10000,0.0,0,0.14,N,9,0.14,720.6050971684713
33,69996,MORTGAGE,11.0,MEDICAL,B,3200,9.99,0,0.05,N,8,0.05,702.7890863962965
30,36996,RENT,5.0,EDUCATION,A,10000,8.9,0,0.27,N,6,0.27,662.282061263208
30,37000,RENT,2.0,VENTURE,A,10000,7.88,0,0.27,N,6,0.27,665.6283103131001
29,37000,RENT,1.0,MEDICAL,C,10000,12.53,0,0.27,N,5,0.27,604.2458638608304
29,69996,MORTGAGE,11.0,EDUCATION,A,3400,6.39,0,0.05,N,6,0.05,745.357361675129
27,69996,MORTGAGE,0.0,HOMEIMPROVEMENT,B,6000,10.75,0,0.09,N,10,0.09,692.718326224808
32,37965,RENT,3.0,PERSONAL,A,10000,9.63,0,0.26,N,6,0.26,653.0974571811953
30,69996,OWN,14.0,VENTURE,C,6000,14.26,0,0.09,N,8,0.09,732.0799079154436
28,69996,MORTGAGE,1.0,HOMEIMPROVEMENT,B,7200,11.83,0,0.1,N,10,0.1,691.5968709278422
28,38000,RENT,0.0,DEBTCONSOLIDATION,A,10000,8.49,0,0.26,N,7,0.26,628.1898661982908
30,69996,MORTGAGE,14.0,PERSONAL,B,11250,12.21,0,0.16,N,10,0.16,704.3173341922067
33,64000,MORTGAGE,8.0,VENTURE,C,12000,0.0,1,0.19,N,9,0.19,705.2342402851883
27,38000,RENT,0.0,VENTURE,B,10000,9.76,0,0.26,N,5,0.26,644.4205596165875
35,38004,RENT,4.0,MEDICAL,B,10000,9.99,0,0.26,N,7,0.26,619.515684302026
28,38004,RENT,4.0,DEBTCONSOLIDATION,C,10000,13.61,0,0.26,N,7,0.26,602.7385357197618
31,70000,MORTGAGE,9.0,MEDICAL,A,18000,8.9,0,0.26,N,10,0.26,684.5170792777255
30,70000,MORTGAGE,7.0,DEBTCONSOLIDATION,A,10000,0.0,0,0.14,N,7,0.14,701.9963165055129
30,70000,MORTGAGE,6.0,HOMEIMPROVEMENT,B,18000,0.0,0,0.26,N,7,0.26,667.0282859916979
27,38400,RENT,5.0,MEDICAL,C,10000,15.23,0,0.26,Y,7,0.26,603.5090081138452
34,38400,RENT,3.0,MEDICAL,A,10000,7.49,0,0.26,N,6,0.26,638.5363645264491
27,70000,MORTGAGE,11.0,PERSONAL,C,3000,0.0,0,0.04,Y,8,0.04,709.0547520529918
27,70000,MORTGAGE,9.0,EDUCATION,A,16000,7.9,0,0.23,N,7,0.23,713.1827504057842
31,70000,MORTGAGE,0.0,MEDICAL,A,3000,8.9,0,0.04,N,8,0.04,714.2042292953965
32,38400,RENT,1.0,VENTURE,B,10000,10.39,0,0.26,N,10,0.26,644.7960437415269
30,70000,MORTGAGE,4.0,MEDICAL,B,10200,12.42,0,0.15,N,6,0.15,686.0633436778722
30,70000,MORTGAGE,9.0,MEDICAL,A,7000,8.9,0,0.1,N,9,0.1,716.7913824385212
28,70000,OWN,6.0,VENTURE,D,14000,16.29,0,0.2,Y,8,0.2,649.6552699154062
28,70000,MORTGAGE,7.0,EDUCATION,C,15000,14.65,0,0.21,N,10,0.21,676.284955334822
35,39000,RENT,2.0,MEDICAL,B,10000,10.25,0,0.26,N,5,0.26,616.8968965302272
28,70000,MORTGAGE,7.0,EDUCATION,A,8000,6.62,0,0.11,N,5,0.11,736.1721948139033
34,70000,MORTGAGE,6.0,EDUCATION,E,22000,19.91,0,0.31,Y,8,0.31,554.6878624233161
34,39312,RENT,5.0,PERSONAL,D,10000,15.7,0,0.25,N,7,0.25,564.3186922502108
32,70000,MORTGAGE,8.0,PERSONAL,C,1800,14.65,0,0.03,Y,6,0.03,700.5411370998008
27,70000,MORTGAGE,3.0,HOMEIMPROVEMENT,A,5200,7.51,0,0.07,N,10,0.07,719.5321660189172
30,70000,MORTGAGE,5.0,MEDICAL,B,31825,12.69,0,0.45,N,8,0.45,600.6506055790437
27,39996,RENT,3.0,PERSONAL,D,10000,15.37,0,0.25,Y,8,0.25,570.8608265577915
29,70000,MORTGAGE,11.0,EDUCATION,C,6000,14.27,0,0.09,Y,7,0.09,708.7703746527079
27,40000,RENT,4.0,VENTURE,D,10000,0.0,0,0.25,N,7,0.25,597.0078057204247
35,70000,MORTGAGE,0.0,MEDICAL,B,12000,11.71,0,0.17,N,10,0.17,674.0408234934638
27,70000,MORTGAGE,8.0,VENTURE,B,12000,9.91,0,0.17,N,6,0.17,711.0624534877062
27,70000,MORTGAGE,1.0,DEBTCONSOLIDATION,C,5500,13.49,0,0.08,Y,10,0.08,675.4678124067851
31,70000,MORTGAGE,11.0,VENTURE,A,4500,7.9,0,0.06,N,8,0.06,749.4200342983338
30,70000,MORTGAGE,6.0,HOMEIMPROVEMENT,B,12800,0.0,0,0.18,N,7,0.18,682.6029495053266
28,70000,MORTGAGE,4.0,DEBTCONSOLIDATION,B,5000,11.71,0,0.07,N,8,0.07,694.5623054260515
28,40000,RENT,0.0,EDUCATION,B,10000,12.42,0,0.25,N,5,0.25,650.5535095488377
30,70000,MORTGAGE,14.0,EDUCATION,B,8000,9.91,0,0.11,N,5,0.11,720.4686559415801
30,40000,RENT,11.0,DEBTCONSOLIDATION,B,10000,10.65,0,0.25,N,5,0.25,630.8482430682417
28,70000,MORTGAGE,2.0,VENTURE,A,5600,6.62,0,0.08,N,5,0.08,742.6817926970306
27,34000,RENT,3.0,MEDICAL,D,10000,16.77,1,0.29,N,7,0.29,529.0532781455648
34,70000,MORTGAGE,5.0,VENTURE,C,4600,14.79,0,0.07,N,7,0.07,712.5222392273715
29,70000,OWN,13.0,PERSONAL,D,25000,15.62,0,0.36,Y,9,0.36,562.8479692920437
27,34000,RENT,3.0,VENTURE,C,10000,13.49,1,0.29,N,10,0.29,624.4910509278717
33,70000,MORTGAGE,2.0,DEBTCONSOLIDATION,A,3700,5.99,0,0.05,N,6,0.05,712.352081602106
27,70000,MORTGAGE,11.0,PERSONAL,A,5600,5.42,0,0.08,N,7,0.08,732.9308687640843
28,70000,MORTGAGE,0.0,DEBTCONSOLIDATION,A,24000,5.99,0,0.34,N,5,0.34,615.3120327774091
33,70000,OWN,17.0,VENTURE,A,24000,7.49,0,0.34,N,6,0.34,673.8756697199797
29,70000,MORTGAGE,6.0,DEBTCONSOLIDATION,B,4200,10.99,0,0.06,N,9,0.06,694.9473948242482
35,70000,MORTGAGE,14.0,HOMEIMPROVEMENT,B,20000,11.49,0,0.29,N,10,0.29,665.2633115615847
30,70000,MORTGAGE,4.0,HOMEIMPROVEMENT,D,10000,16.89,0,0.14,Y,5,0.14,610.3152286185999
27,54400,MORTGAGE,11.0,MEDICAL,D,3000,0.0,1,0.05,Y,5,0.06,611.2035497911327
27,70000,MORTGAGE,11.0,PERSONAL,A,3000,5.42,0,0.04,N,7,0.04,736.4317626136526
32,70000,OWN,12.0,VENTURE,A,3000,7.49,0,0.04,N,5,0.04,767.8626267154912
33,34000,RENT,4.0,MEDICAL,D,10000,15.33,1,0.29,Y,8,0.29,529.2211997023288
34,70000,OWN,0.0,HOMEIMPROVEMENT,B,10000,10.99,0,0.14,N,9,0.14,697.6564793201845
27,40000,RENT,4.0,PERSONAL,D,10000,0.0,0,0.25,Y,6,0.25,582.2449906010884
27,40000,RENT,10.0,DEBTCONSOLIDATION,B,10000,11.36,0,0.25,N,5,0.25,630.3881324749792
29,70000,MORTGAGE,13.0,MEDICAL,A,10000,6.99,0,0.14,N,5,0.14,710.0795965766132
29,34000,RENT,0.0,DEBTCONSOLIDATION,B,10000,12.53,1,0.29,N,6,0.29,595.9004948307535
32,70000,MORTGAGE,7.0,PERSONAL,A,6000,5.42,0,0.09,N,6,0.09,731.9047991210326
27,34000,RENT,0.0,PERSONAL,D,10000,15.37,1,0.29,Y,5,0.29,539.2373415930355
28,70000,MORTGAGE,3.0,DEBTCONSOLIDATION,A,8000,8.49,0,0.11,N,9,0.11,706.6570330979238
28,54400,MORTGAGE,12.0,MEDICAL,C,18000,12.99,1,0.28,Y,8,0.33,427.0686410464456
31,70000,MORTGAGE,9.0,MEDICAL,A,6000,7.49,0,0.09,N,7,0.09,718.1829544666329
27,70000,MORTGAGE,5.0,DEBTCONSOLIDATION,A,15000,7.49,0,0.21,N,8,0.21,684.3821961037028
29,70000,MORTGAGE,9.0,DEBTCONSOLIDATION,B,8500,11.14,0,0.12,N,10,0.12,689.9918729047537
27,70000,MORTGAGE,0.0,MEDICAL,B,33000,0.0,0,0.47,N,7,0.47,596.9410796671482
29,70000,MORTGAGE,3.0,DEBTCONSOLIDATION,B,20000,0.0,0,0.29,N,8,0.29,657.1662985536918
31,40000,RENT,2.0,VENTURE,C,10000,11.41,0,0.25,N,5,0.25,650.3424233501836
27,40992,RENT,0.0,MEDICAL,C,10000,14.27,0,0.24,Y,6,0.24,615.1962786549522
32,70000,MORTGAGE,5.0,VENTURE,A,14000,7.49,0,0.2,N,10,0.2,731.4172596460336
28,70000,MORTGAGE,13.0,HOMEIMPROVEMENT,A,5000,6.99,0,0.07,N,7,0.07,723.7224971396124
34,41300,RENT,18.0,EDUCATION,C,10000,13.48,0,0.24,Y,6,0.24,648.9316103263445
27,41500,RENT,0.0,MEDICAL,C,10000,11.09,0,0.24,Y,6,0.24,618.6429726365227
29,70000,MORTGAGE,12.0,HOMEIMPROVEMENT,A,7000,7.66,0,0.1,N,10,0.1,719.6662844002738
29,70000,MORTGAGE,5.0,DEBTCONSOLIDATION,B,3000,9.63,0,0.04,N,9,0.04,697.6705764098751
27,54400,MORTGAGE,0.0,MEDICAL,D,15000,15.65,1,0.23,Y,9,0.28,548.4317830334743
34,70000,MORTGAGE,5.0,VENTURE,A,6000,0.0,0,0.09,N,6,0.09,746.667614240369
30,42000,RENT,4.0,MEDICAL,C,10000,16.11,0,0.24,N,9,0.24,613.6807881347784
32,70000,MORTGAGE,3.0,VENTURE,A,4000,5.79,0,0.06,N,5,0.06,747.3816740832116
27,70000,MORTGAGE,11.0,DEBTCONSOLIDATION,A,25000,7.66,0,0.36,N,5,0.36,622.436908598745
29,70000,MORTGAGE,0.0,EDUCATION,A,8000,0.0,0,0.11,N,9,0.11,730.441314334045
31,54400,MORTGAGE,1.0,MEDICAL,D,27050,14.54,1,0.42,N,7,0.5,512.5289594495275
30,42000,RENT,4.0,VENTURE,A,10000,0.0,0,0.24,N,9,0.24,682.1206137122875
30,42000,RENT,2.0,MEDICAL,A,10000,0.0,0,0.24,N,7,0.24,649.8231749669371
27,42000,RENT,1.0,EDUCATION,A,10000,0.0,0,0.24,N,8,0.24,670.586993895059
28,42000,RENT,12.0,EDUCATION,A,10000,9.32,0,0.24,N,9,0.24,678.9467916548542
28,42500,RENT,2.0,DEBTCONSOLIDATION,A,10000,7.88,0,0.24,N,6,0.24,644.5311096600943
27,43000,RENT,11.0,MEDICAL,B,10000,12.42,0,0.23,N,9,0.23,634.8091402336194
34,70000,MORTGAGE,14.0,PERSONAL,E,14000,16.4,0,0.2,N,6,0.2,623.3486955391188
28,70000,OWN,4.0,PERSONAL,D,25000,15.57,0,0.36,N,9,0.36,558.4576340296865
31,70000,MORTGAGE,4.0,MEDICAL,A,12000,6.91,0,0.17,N,7,0.17,698.0533825762319
31,70000,MORTGAGE,3.0,PERSONAL,A,8400,6.91,0,0.12,N,9,0.12,726.4693458445652
27,70000,OWN,2.0,HOMEIMPROVEMENT,B,2250,10.36,0,0.03,N,7,0.03,713.0351044289566
27,70000,MORTGAGE,8.0,MEDICAL,A,1300,5.79,0,0.02,N,9,0.02,721.5159267594374
27,70000,MORTGAGE,11.0,DEBTCONSOLIDATION,A,1000,6.54,0,0.01,N,5,0.01,716.4238655942565
27,43080,RENT,7.0,PERSONAL,C,10000,13.98,0,0.23,N,9,0.23,636.0429991306877
34,70000,MORTGAGE,13.0,DEBTCONSOLIDATION,A,20000,6.54,0,0.29,N,5,0.29,678.7291060162478
27,43200,RENT,4.0,EDUCATION,A,10000,7.49,0,0.23,N,10,0.23,675.111203733628
27,70000,MORTGAGE,4.0,HOMEIMPROVEMENT,D,8000,14.46,0,0.11,N,7,0.11,619.2324281585974
31,43288,RENT,7.0,MEDICAL,B,10000,10.74,0,0.23,N,5,0.23,634.7142304487089
31,70000,MORTGAGE,5.0,EDUCATION,A,4000,6.54,0,0.06,N,7,0.06,741.7713804609897
33,43337,RENT,17.0,PERSONAL,A,10000,6.92,0,0.23,N,6,0.23,671.5160471287483
29,70000,OWN,13.0,VENTURE,A,13000,6.91,0,0.19,N,8,0.19,749.1434608564855
30,70000,MORTGAGE,6.0,HOMEIMPROVEMENT,A,10200,6.91,0,0.15,N,8,0.15,707.8113087268733
27,44000,RENT,12.0,MEDICAL,D,10000,16.77,0,0.23,N,9,0.23,560.1353218242714
30,54400,MORTGAGE,3.0,MEDICAL,A,23500,6.91,1,0.37,N,7,0.43,588.3739192932505
33,70000,MORTGAGE,0.0,HOMEIMPROVEMENT,C,14000,12.61,0,0.2,Y,10,0.2,666.7322816951935
35,44000,RENT,8.0,DEBTCONSOLIDATION,A,10000,6.54,0,0.23,N,6,0.23,649.5850040987299
35,38469,RENT,0.0,HOMEIMPROVEMENT,C,10000,12.23,1,0.26,Y,7,0.26,604.603231459418
29,45000,RENT,4.0,VENTURE,B,10000,12.42,0,0.22,N,7,0.22,662.2946919342418
32,70000,MORTGAGE,16.0,HOMEIMPROVEMENT,A,9000,7.14,0,0.13,N,10,0.13,716.4667721672247
30,70000,MORTGAGE,15.0,PERSONAL,A,12250,7.51,0,0.17,N,6,0.18,717.1916321360405
30,45000,RENT,5.0,PERSONAL,A,10000,7.51,0,0.22,N,7,0.22,668.5569108077269
34,45000,RENT,0.0,VENTURE,B,10000,11.71,0,0.22,N,10,0.22,658.2018903491397
31,45000,RENT,4.0,EDUCATION,B,10000,10.65,0,0.22,N,5,0.22,656.3843633704872
28,64000,MORTGAGE,10.0,HOMEIMPROVEMENT,E,6000,16.45,1,0.09,Y,9,0.09,622.4409960725508
28,70000,MORTGAGE,7.0,MEDICAL,A,4000,6.39,0,0.06,N,8,0.06,718.7342137676718
28,45000,RENT,1.0,DEBTCONSOLIDATION,B,10000,9.91,0,0.22,N,6,0.22,623.7309256734193
32,70000,OWN,1.0,MEDICAL,A,14400,7.88,0,0.21,N,10,0.21,702.1821920519999
30,70000,MORTGAGE,15.0,DEBTCONSOLIDATION,B,10000,10.75,0,0.14,N,6,0.14,686.0927734915276
29,45000,RENT,7.0,MEDICAL,B,10000,0.0,0,0.22,N,5,0.22,636.2365160267528
29,70000,MORTGAGE,7.0,MEDICAL,B,4000,11.86,0,0.06,N,5,0.06,699.7793495378286
28,70000,OWN,7.0,VENTURE,B,8000,11.49,0,0.11,N,9,0.11,738.52963199903
31,70000,MORTGAGE,3.0,PERSONAL,A,8000,7.88,0,0.11,N,5,0.11,727.1875948735527
27,45000,RENT,1.0,EDUCATION,C,10000,0.0,0,0.22,N,9,0.22,643.2099833343982
33,54400,MORTGAGE,2.0,MEDICAL,B,5000,11.86,1,0.08,N,9,0.09,682.1433325118186
35,45000,RENT,2.0,VENTURE,B,10000,10.36,0,0.22,N,5,0.22,660.4490631311676
29,70000,MORTGAGE,1.0,EDUCATION,B,20000,9.88,0,0.29,N,10,0.29,679.1131920237118
28,70000,MORTGAGE,12.0,PERSONAL,A,3000,6.39,0,0.04,N,8,0.04,738.2289903197566
30,70000,MORTGAGE,0.0,HOMEIMPROVEMENT,C,15000,12.73,0,0.21,Y,6,0.21,653.9284617604624
28,39000,RENT,6.0,MEDICAL,D,10000,14.96,1,0.26,N,6,0.26,545.9732148243052
31,64000,MORTGAGE,14.0,DEBTCONSOLIDATION,B,25000,10.62,1,0.39,N,5,0.39,599.4488405930251
27,45000,RENT,9.0,DEBTCONSOLIDATION,A,10000,7.51,0,0.22,N,5,0.22,649.5430008464843
27,45000,RENT,0.0,MEDICAL,C,10000,14.22,0,0.22,Y,6,0.22,615.1962786549522
35,39000,RENT,2.0,MEDICAL,C,10000,13.16,1,0.26,N,6,0.26,605.2538123653893
30,70000,MORTGAGE,14.0,MEDICAL,A,6000,0.0,0,0.09,N,7,0.09,720.012264757635
28,54400,MORTGAGE,6.0,MEDICAL,D,5000,16.07,1,0.08,N,8,0.09,608.6512114196366
29,39000,RENT,1.0,HOMEIMPROVEMENT,D,10000,14.11,1,0.26,Y,7,0.26,544.9174675040405
31,70000,MORTGAGE,2.0,MEDICAL,B,4625,10.62,0,0.07,N,6,0.07,696.1894734179564
31,70000,MORTGAGE,16.0,VENTURE,A,14000,7.88,0,0.2,N,10,0.2,734.4084785519531
32,70000,MORTGAGE,7.0,DEBTCONSOLIDATION,B,10000,9.88,0,0.14,N,5,0.14,683.06947200071
35,70000,OWN,6.0,VENTURE,B,17000,9.88,0,0.24,N,6,0.24,715.0030492944104
30,64000,MORTGAGE,0.0,DEBTCONSOLIDATION,B,10000,10.25,1,0.16,N,8,0.16,677.1706699640879
30,45000,RENT,4.0,VENTURE,D,10000,13.36,0,0.22,N,9,0.22,594.0469743380049
27,54400,MORTGAGE,11.0,MEDICAL,D,11000,15.33,1,0.17,Y,10,0.2,593.8744868629433
29,70000,MORTGAGE,13.0,DEBTCONSOLIDATION,A,6500,7.88,0,0.09,N,9,0.09,713.8512921789134
29,70000,MORTGAGE,5.0,DEBTCONSOLIDATION,C,10000,13.85,0,0.14,N,7,0.14,669.6824089701357
27,45000,RENT,1.0,MEDICAL,B,10000,9.2,0,0.22,N,10,0.22,629.9584466322771
34,52800,RENT,2.0,DEBTCONSOLIDATION,B,4325,10.75,0,0.08,N,5,0.08,645.2120741004984
33,70000,MORTGAGE,0.0,DEBTCONSOLIDATION,C,3000,13.57,0,0.04,Y,9,0.04,678.929065244942
31,64000,MORTGAGE,4.0,DEBTCONSOLIDATION,C,5100,13.22,1,0.08,N,10,0.08,676.8849043143624
34,10380,RENT,0.0,VENTURE,C,4250,12.68,1,0.41,Y,5,0.41,535.546726353803
28,35000,RENT,5.0,VENTURE,F,4250,16.96,0,0.12,N,6,0.12,597.2985853357169
34,70000,MORTGAGE,16.0,PERSONAL,A,4000,7.74,0,0.06,N,5,0.06,736.8091900845704
28,10800,RENT,0.0,DEBTCONSOLIDATION,B,4200,11.83,1,0.39,N,5,0.39,511.2515976987492
31,14400,RENT,0.0,DEBTCONSOLIDATION,C,4200,14.17,1,0.29,Y,8,0.29,557.0332985355734
27,70000,MORTGAGE,7.0,VENTURE,D,8000,16.0,0,0.11,N,10,0.11,646.684632757403
33,70000,MORTGAGE,0.0,PERSONAL,C,5600,13.57,0,0.08,Y,8,0.08,695.4360684147697
28,70000,MORTGAGE,4.0,HOMEIMPROVEMENT,B,20000,12.18,0,0.29,N,6,0.29,660.3599237821034
30,39600,RENT,4.0,DEBTCONSOLIDATION,F,10000,20.89,1,0.25,Y,10,0.25,543.1437656009372
31,70000,MORTGAGE,11.0,EDUCATION,A,2000,7.4,0,0.03,N,7,0.03,744.5530934527553
29,70000,OTHER,1.0,PERSONAL,B,5000,11.14,0,0.07,N,6,0.07,679.6809329122426
28,70000,MORTGAGE,11.0,VENTURE,E,15000,16.0,0,0.21,N,7,0.21,624.049931548753
27,64000,MORTGAGE,12.0,EDUCATION,B,6000,0.0,1,0.09,N,6,0.09,725.2769468257682
27,45996,RENT,3.0,VENTURE,C,10000,0.0,0,0.22,Y,5,0.22,654.5435990099649
32,46000,RENT,16.0,PERSONAL,B,10000,10.59,0,0.22,N,7,0.22,652.6212852088436
35,46000,RENT,3.0,MEDICAL,E,10000,17.14,0,0.22,N,5,0.22,555.9869939558217
